instance_id,course_code,course_name,ects_credits,provider,start_date,end_date,instructor_name,instructor_email,location,description,enrollment
591,TUC-PHYS-809-3005AC,Object Oriented Design,6,TU Chemnitz,2022-02-10,2022-06-10,Prof. Dr. Lukas Schwarz,lukas.schwarz@tu-chemnitz.de,Online (Zoom),"This course introduces students to the core concepts of object oriented design through lectures, exercises and a final project.",173
592,TUC-ART-808-06AEF3,Quantum Mechanics,10,TU Chemnitz,2024-11-27,2025-03-27,Dr. Jonas Wagner,jonas.wagner@tu-chemnitz.de,Hörsaal A,"An advanced module covering theory and practice in quantum mechanics, with emphasis on real-world applications.",239
593,TUC-CS-803-4ABAC1,Theory of Computation,4,TU Chemnitz,2025-09-11,2026-02-11,Dr. Thomas Schmidt,thomas.schmidt@tu-chemnitz.de,Böttcher-Bau B202,"Graduate-level seminar on theory of computation; students read papers, complete assignments and present a final project.",109
594,TUC-BIO-800-63258B,Criminal Law,8,TU Chemnitz,2022-11-15,2023-03-15,Prof. Dr. Stefan Klein,stefan.klein@tu-chemnitz.de,Hörsaal B,This module develops both theoretical understanding and hands-on skills in criminal law via weekly lab sessions.,61
595,TUC-ENG-819-FBF2BC,Operating Systems,12,TU Chemnitz,2025-02-14,2025-05-14,Prof. Dr. Andreas Klein,andreas.klein@tu-chemnitz.de,Orangerie Saal,Foundational survey of ethics in technology. Prerequisites include basic mathematics and programming proficiency.,104
596,TUC-ART-827-CDFAC7,Neuroscience,0,TU Chemnitz,2022-07-18,2022-10-18,Dr. Katharina Richter,katharina.richter@tu-chemnitz.de,Bibliothek,This module develops both theoretical understanding and hands-on skills in neuroscience via weekly lab sessions.,87
597,TUC-CS-813-6F71EE,Immunology,10,TU Chemnitz,2024-07-09,2024-10-09,Prof. Maria Richter,maria.richter@tu-chemnitz.de,Weinhold-Bau W037,Immunology is an undergraduate course exploring foundational topics and selected case studies.,229
598,TUC-CHEM-822-7C3C34,Renaissance Studies,12,TU Chemnitz,2024-04-24,2024-09-24,Prof. Sabine Meyer,sabine.meyer@tu-chemnitz.de,Mensa Reichenhain,"This course introduces students to the core concepts of renaissance studies through lectures, exercises and a final project.",122
599,TUC-ENG-804-88CA03,Immunology,8,TU Chemnitz,2025-08-24,2026-01-24,Dr. Thomas Schmidt,thomas.schmidt@tu-chemnitz.de,Weinhold-Bau W037,"Graduate-level seminar on immunology; students read papers, complete assignments and present a final project.",294
600,TUC-MED-814-54657A,Power Electronics,10,TU Chemnitz,2025-07-15,,Dr. Julia Schneider,julia.schneider@tu-chemnitz.de,Rechenzentrum Pool 1,Foundational survey of power electronics. Prerequisites include basic mathematics and programming proficiency.,281
601,TUC-MATH-800-0FEC7B,Ancient Civilizations,12,TU Chemnitz,2023-05-09,2023-10-09,Prof. Dr. Felix Schäfer,felix.schaefer@tu-chemnitz.de,Rechenzentrum Pool 1,Ancient Civilizations is an undergraduate course exploring foundational topics and selected case studies.,122
602,TUC-LAW-822-0802F7,Functional Analysis,12,TU Chemnitz,2024-11-04,2025-03-04,Li,juergen.zimmermann@tu-chemnitz.de,Rechenzentrum Pool 1,"This course introduces students to the core concepts of functional analysis through lectures, exercises and a final project.",186
603,TUC-ECO-810-4DAF17,Advanced Calculus,4,TU Chemnitz,2024-10-08,2025-04-08,Prof. Dr. Klaus Bauer,klaus.bauer@tu-chemnitz.de,Rechenzentrum Pool 1,Advanced Calculus is an undergraduate course exploring foundational topics and selected case studies.,59
604,TUC-ARCH-805-3BFDC4,Medieval Europe,10,TU Chemnitz,2024-10-24,2024-12-24,Prof. Katharina Krüger,katharina.krueger@tu-chemnitz.de,Online (BigBlueButton),"This course introduces students to the core concepts of medieval europe through lectures, exercises and a final project.",216
605,TUC-CS-812-6E328B,Complex Analysis,3,TU Chemnitz,2024-03-21,2024-05-21,Prof. Dr. Maria Schwarz,maria.schwarz@tu-chemnitz.de,Rechenzentrum Pool 1,"Graduate-level seminar on complex analysis; students read papers, complete assignments and present a final project.",54
606,TUC-MATH-832-73FECC,Data Visualization,9,TU Chemnitz,2022-10-15,2023-01-15,Prof. Dr. Andreas Bauer,andreas.bauer@tu-chemnitz.de,Labor C,,143
607,UNKNOWN-A51C17,Discrete Mathematics,6,TU Chemnitz,2025-03-25,2025-09-25,Dr. Sabine Schäfer,sabine.schaefer@tu-chemnitz.de,Orangerie Saal,"An advanced module covering theory and practice in discrete mathematics, with emphasis on real-world applications.",227
608,TUC-CHEM-801-E9B004,Ancient Civilizations,6,TU Chemnitz,2023-09-12,2023-12-12,Dr. Felix Neumann,felix.neumann@tu-chemnitz.de,Hörsaal B,"An advanced module covering theory and practice in ancient civilizations, with emphasis on real-world applications.",277
609,TUC-CHEM-802-A3442F,Speech Recognition,12,TU Chemnitz,2024-08-24,2025-02-24,Prof. Dr. Jonas Meyer,jonas.meyer@tu-chemnitz.de,Labor C,Speech Recognition is an undergraduate course exploring foundational topics and selected case studies.,18
610,TUC-LING-802-22CBFC,Parallel Programming,3,TU Chemnitz,2024-03-23,2024-09-23,Prof. Stefan Braun,stefan.braun@tu-chemnitz.de,Online (Zoom),"Graduate-level seminar on parallel programming; students read papers, complete assignments and present a final project.",19
611,TUC-LING-807-7692DA,Project Management,8,TU Chemnitz,2025-02-13,2025-04-13,Dr. Lukas Bauer,lukas.bauer@tu-chemnitz.de,Hörsaal B,Project Management is an undergraduate course exploring foundational topics and selected case studies.,252
612,TUC-ENG-898-9C3B6C,39632,10,TU Chemnitz,2024-05-10,2024-10-10,Prof. Lukas Schmidt,lukas.schmidt@tu-chemnitz.de,Weinhold-Bau W037,"Graduate-level seminar on computer graphics; students read papers, complete assignments and present a final project.",58
613,TUC-LAW-899-F843FB,Political Theory,10,TU Chemnitz,2025-07-22,2025-12-22,Prof. Sarah Wagner,sarah.wagner@tu-chemnitz.de,Mensa Reichenhain,This module develops both theoretical understanding and hands-on skills in political theory via weekly lab sessions.,
614,TUC-CS-904-2439DB,Structural Engineering,11,TU Chemnitz,2024-03-23,2024-07-23,Dr. Michael Schneider,michael.schneider@tu-chemnitz.de,Böttcher-Bau B202,"This course introduces students to the core concepts of structural engineering through lectures, exercises and a final project.",250
615,TUC-ARCH-897-FD569A,Bayesian Statistics,4,TU Chemnitz,2024-12-16,2025-03-16,Prof. Dr. Hannah Wagner,hannah.wagner@tu-chemnitz.de,Online (BigBlueButton),Bayesian Statistics is an undergraduate course exploring foundational topics and selected case studies.,84
616,TUC-ART-899-92B5FB,Social Psychology,10,TU Chemnitz,2024-08-24,2024-10-24,Prof. Dr. Julia Becker,julia.becker@tu-chemnitz.de,Seminarraum 305,This module develops both theoretical understanding and hands-on skills in social psychology via weekly lab sessions.,202
617,TUC-ARCH-886-6327FC,Natural Language Processing,12,TU Chemnitz,2022-06-05,2022-09-05,Prof. Lukas Braun,lukas.braun@tu-chemnitz.de,Seminarraum 305,"This course introduces students to the core concepts of natural language processing through lectures, exercises and a final project.",276
618,TUC-LAW-881-AED5DB,Evolutionary Biology,12,TU Chemnitz,2023-10-28,2024-03-28,Prof. Dr. Sarah Koch,sarah.koch@tu-chemnitz.de,Hörsaal C,This module develops both theoretical understanding and hands-on skills in evolutionary biology via weekly lab sessions.,101
619,TUC-LING-905-936BB2,Optimization Theory II,12,TU Chemnitz,2025-05-16,2025-11-16,X,robert.krause@tu-chemnitz.de,Seminarraum 201,Optimization Theory II is an undergraduate course exploring foundational topics and selected case studies.,264
620,TUC-MED-908-E8D5AD,Pathology Advanced,7,TU Chemnitz,2024-12-06,2025-02-06,Dr. Thomas Fischer,thomas.fischer@tu-chemnitz.de,Hörsaal B,"This course introduces students to the core concepts of pathology advanced through lectures, exercises and a final project.",141
621,TUC-MED-892-8775D6,Biostatistics,6,TU Chemnitz,2023-10-14,2024-03-14,Prof. Dr. Thomas Becker,thomas.becker@tu-chemnitz.de,Hörsaal B,Foundational survey of biostatistics. Prerequisites include basic mathematics and programming proficiency.,139
622,TUC-BIO-900-8E9E16,Semantic Web,10,TU Chemnitz,2027-09-01,2029-03-15,Prof. Dr. Andreas Zimmermann,andreas.zimmermann@tu-chemnitz.de,Labor B,This module develops both theoretical understanding and hands-on skills in semantic web via weekly lab sessions.,58
623,TUC-CHEM-902-D8DB1A,Data Mining,8,TU Chemnitz,2022-12-15,2022-09-15,Prof. Jonas Braun,jonas.braun@tu-chemnitz.de,Orangerie Saal,This module develops both theoretical understanding and hands-on skills in data mining via weekly lab sessions.,122
624,TUC-CHEM-889-D18A38,Object Oriented Design,12,TU Chemnitz,2024-09-13,2024-12-13,Prof. Peter Zimmermann,peter.zimmermann@tu-chemnitz.de,Böttcher-Bau B202,"Graduate-level seminar on object oriented design; students read papers, complete assignments and present a final project.",48
625,TUC-CS-880-B06BCB,Optimization Theory,12,TU Chemnitz,2022-09-02,2023-03-02,Dr. Michael Koch,michael.koch@tu-chemnitz.de,Online (Zoom),"Graduate-level seminar on optimization theory; students read papers, complete assignments and present a final project.",49
626,TUC-CS-872-B0F1A6,Monetary Theory,10,TU Chemnitz,2025-04-28,2025-06-28,Prof. Dr. Maria Bauer,maria.bauer@tu-chemnitz.de,Online (Zoom),"Graduate-level seminar on monetary theory; students read papers, complete assignments and present a final project.",29
627,TUC-PHYS-889-84CE8D,Thermodynamics,6,TU Chemnitz,2024-06-15,2024-08-15,Prof. Markus Zimmermann,markus.zimmermann@tu-chemnitz.de,Weinhold-Bau W037,"This course introduces students to the core concepts of thermodynamics through lectures, exercises and a final project.",300
628,TUC-MED-886-31384D,Functional Programming,9,TU Chemnitz,2024-11-03,2025-03-03,Prof. Jonas Meyer,jonas.meyer@tu-chemnitz.de,Weinhold-Bau W037,"An advanced module covering theory and practice in functional programming, with emphasis on real-world applications.",178
629,TUC-LING-871-79CBD3,Reinforcement Learning,4,TU Chemnitz,2023-02-01,2023-07-01,Dr. Stefan Becker,stefan.becker@tu-chemnitz.de,Mensa Reichenhain,Foundational survey of reinforcement learning. Prerequisites include basic mathematics and programming proficiency.,85
630,TUC-PHYS-887-E11C45,Genetics,9,TU Chemnitz,2023-03-27,2023-05-27,Prof. Dr. Sabine Schäfer,sabine.schaefer@tu-chemnitz.de,Hörsaal B,"Graduate-level seminar on genetics; students read papers, complete assignments and present a final project.",230
631,TUC-CS-870-79AC53,Real Analysis,8,TU Chemnitz,2025-08-15,2025-11-15,Prof. Markus Schwarz,markus.schwarz@tu-chemnitz.de,Orangerie Saal,Foundational survey of real analysis. Prerequisites include basic mathematics and programming proficiency.,171
632,TUC-CHEM-898-C4D900,Genetics,10,TU Chemnitz,2025-09-12,2026-02-12,Dr. Anna Wolf,anna.wolf@tu-chemnitz.de,Bibliothek,Genetics is an undergraduate course exploring foundational topics and selected case studies.,139
633,TUC-ENG-904-AEF4DA,Geographic Information Systems III,11,TU Chemnitz,2025-07-03,2025-09-03,Prof. Lukas Zimmermann,lukas.zimmermann@tu-chemnitz.de,Seminarraum 305,"Graduate-level seminar on geographic information systems iii; students read papers, complete assignments and present a final project.",49
634,TUC-ECO-878-351310,Materials Science,5,TU Chemnitz,2025-11-28,2026-02-28,Dr. Michael Fischer,michael.fischer@tu-chemnitz.de,Mensa Reichenhain,"Graduate-level seminar on materials science; students read papers, complete assignments and present a final project.",241
635,TUC-ENG-903-820A7F,Cloud Computing,16,TU Chemnitz,2022-08-25,2022-10-25,Prof. Dr. Hannah Braun,hannah.braun@tu-chemnitz.de,Orangerie Saal,"An advanced module covering theory and practice in cloud computing, with emphasis on real-world applications.",162
636,TUC-ART-900-FCFA60,Analytical Chemistry,9,TU Chemnitz,2022-05-02,2022-11-02,Prof. Dr. Maria Fischer,maria.fischer@tu-chemnitz.de,Seminarraum 201,Analytical Chemistry is an undergraduate course exploring foundational topics and selected case studies.,148
637,TUC-LING-876-382142,Neuroscience,6,TU Chemnitz,2023-05-05,2023-07-05,Prof. Dr. Sabine Koch,sabine.koch@tu-chemnitz.de,Seminarraum 201,This module develops both theoretical understanding and hands-on skills in neuroscience via weekly lab sessions.,148
638,TUC-LING-877-9BC109,Antenna Theory,6,TU Chemnitz,2024-12-15,2025-02-15,Prof. Katharina Klein,katharina.klein@tu-chemnitz.de,Hörsaal C,"This course introduces students to the core concepts of antenna theory through lectures, exercises and a final project.",160
639,TUC-ECO-877-FF1790,Computer Vision,9,TU Chemnitz,2022-08-10,2022-10-10,Prof. Wolfgang Schulz,wolfgang.schulz@tu-chemnitz.de,Online (Zoom),"Graduate-level seminar on computer vision; students read papers, complete assignments and present a final project.",250
640,TUC-BIO-884-7F2C91,Cryptography Basics,12,TU Chemnitz,2024-02-07,2024-05-07,Dr. Katharina Schulz,katharina.schulz@tu-chemnitz.de,Seminarraum 201,"An advanced module covering theory and practice in cryptography basics, with emphasis on real-world applications.",21
641,TUC-CS-879-D3CE2C,Thermodynamics,9,TU Chemnitz,2022-04-15,2022-09-15,Prof. Dr. Daniel Schwarz,daniel.schwarz@tu-chemnitz.de,Online (BigBlueButton),"Graduate-level seminar on thermodynamics; students read papers, complete assignments and present a final project.",192
642,TUC-MED-893-05DC10,Organic Chemistry,5,TU Chemnitz,2024-08-09,2024-12-09,Dr. Peter Meyer,peter.meyer@tu-chemnitz.de,Online (BigBlueButton),Organic Chemistry is an undergraduate course exploring foundational topics and selected case studies.,179
643,TUC-CS-892-509A9E,Time Series Analysis,10,TU Chemnitz,2023-02-14,2023-06-14,Prof. Dr. Andreas Müller,andreas.mueller@tu-chemnitz.de,Online (Zoom),"This course introduces students to the core concepts of time series analysis through lectures, exercises and a final project.",275
644,TUC-CHEM-892-B57A8B,Medieval Europe,9,TU Chemnitz,2023-04-02,2023-08-02,Prof. Dr. Peter Neumann,peter.neumann@tu-chemnitz.de,Seminarraum 201,Medieval Europe is an undergraduate course exploring foundational topics and selected case studies.,249
645,TUC-MED-872-0FE074,Project Management,4,TU Chemnitz,2025-08-06,2025-10-06,Dr. Klaus Schäfer,klaus.schaefer@tu-chemnitz.de,Online (Zoom),Foundational survey of project management. Prerequisites include basic mathematics and programming proficiency.,246
646,TUC-CS-897-958148,Discourse Analysis,12,TU Chemnitz,2022-03-10,2022-05-10,Prof. Julia Schäfer,julia.schaefer@tu-chemnitz.de,Hörsaal A,This module develops both theoretical understanding and hands-on skills in discourse analysis via weekly lab sessions.,278
647,TUC-ECO-894-3703B3,Complexity Theory,10,TU Chemnitz,2022-12-09,2023-04-09,Dr. Thomas Weber,thomas.weber@tu-chemnitz.de,Bibliothek,This module develops both theoretical understanding and hands-on skills in complexity theory via weekly lab sessions.,223
648,TUC-LING-903-632722,Power Electronics III,3,TU Chemnitz,2023-10-10,,Prof. Felix Krüger,felix.krueger@tu-chemnitz.de,Labor C,Power Electronics III is an undergraduate course exploring foundational topics and selected case studies.,107
649,TUC-MATH-893-C8224C,Cell Biology,10,TU Chemnitz,2023-11-20,2024-01-20,Prof. Thomas Richter,thomas.richter@tu-chemnitz.de,Seminarraum 305,"This course introduces students to the core concepts of cell biology through lectures, exercises and a final project.",20
650,TUC-MATH-877-C61643,Probability Theory,6,TU Chemnitz,2022-04-11,2022-06-11,Prof. Dr. Julia Krüger,julia.krueger@tu-chemnitz.de,Labor B,Foundational survey of probability theory. Prerequisites include basic mathematics and programming proficiency.,273
651,TUC-ECO-909-CBB9C2,Curriculum Design,0,TU Chemnitz,2024-03-03,2024-08-03,Dr. Peter Richter,peter.richter@tu-chemnitz.de,Seminarraum 4.21,"Graduate-level seminar on curriculum design; students read papers, complete assignments and present a final project.",148
652,TUC-BIO-870-7FF5F3,Thermodynamics,10,TU Chemnitz,2024-09-10,2024-11-10,Dr. Lukas Bauer,lukas.bauer@tu-chemnitz.de,Seminarraum 305,This module develops both theoretical understanding and hands-on skills in thermodynamics via weekly lab sessions.,102
653,TUC-CS-875-DFDA8A,Solid State Physics,8,TU Chemnitz,2023-11-27,2024-03-27,Prof. Dr. Anna Fischer,anna.fischer@tu-chemnitz.de,Böttcher-Bau B202,"An advanced module covering theory and practice in solid state physics, with emphasis on real-world applications.",105
654,TUC-LAW-884-0C40C0,Control Systems,12,TU Chemnitz,2025-08-25,2025-11-25,Prof. Dr. Sarah Koch,sarah.koch@tu-chemnitz.de,Böttcher-Bau B202,Foundational survey of control systems. Prerequisites include basic mathematics and programming proficiency.,284
655,TUC-BIO-892-5F1597,Systems Biology,12,TU Chemnitz,2024-01-28,2024-05-28,Prof. Michael Wolf,michael.wolf@tu-chemnitz.de,Hörsaal B,Systems Biology is an undergraduate course exploring foundational topics and selected case studies.,120
656,TUC-PHYS-880-D20E60,Functional Programming,3,TU Chemnitz,2024-12-18,2025-03-18,Dr. Wolfgang Weber,wolfgang.weber@tu-chemnitz.de,Neues Hörsaalgebäude N113,Functional Programming is an undergraduate course exploring foundational topics and selected case studies.,265
657,TUC-ENG-878-0D7421,Particle Physics,10,TU Chemnitz,2024-06-26,2024-10-26,Prof. Dr. Markus Koch,markus.koch@tu-chemnitz.de,Online (Zoom),Foundational survey of particle physics. Prerequisites include basic mathematics and programming proficiency.,133
658,TUC-ART-892-53714A,Computational Geometry,10,TU Chemnitz,2023-06-20,2023-09-20,Dr. Andreas Hoffmann,andreas.hoffmann@tu-chemnitz.de,Seminarraum 201,This module develops both theoretical understanding and hands-on skills in computational geometry via weekly lab sessions.,169
659,TUC-LAW-874-E5D061,Plasma Physics,5,TU Chemnitz,2025-04-24,2025-09-24,Prof. Dr. Monika Klein,monika.klein@tu-chemnitz.de,Online (BigBlueButton),Foundational survey of plasma physics. Prerequisites include basic mathematics and programming proficiency.,119
660,TUC-ECO-895-429CED,Microbiology,8,TU Chemnitz,2025-07-08,2025-10-08,Prof. Markus Richter,markus.richter@tu-chemnitz.de,Hörsaal A,Foundational survey of microbiology. Prerequisites include basic mathematics and programming proficiency.,169
661,TUC-ART-898-CA2952,Time Series Analysis,5,TU Chemnitz,2022-01-17,2022-05-17,Dr. Stefan Wolf,stefan.wolf@tu-chemnitz.de,Online (BigBlueButton),"This course introduces students to the core concepts of time series analysis through lectures, exercises and a final project.",249
662,TUC-PHYS-884-870AD8,Phonetics,3,TU Chemnitz,2024-10-04,2024-12-04,Dr. Lena Neumann,lena.neumann@tu-chemnitz.de,Seminarraum 201,Phonetics is an undergraduate course exploring foundational topics and selected case studies.,138
663,TUC-LING-882-FECE0D,Anatomy,10,TU Chemnitz,2025-02-21,2025-07-21,Prof. Dr. Felix Fischer,felix.fischer@tu-chemnitz.de,Labor B,Anatomy is an undergraduate course exploring foundational topics and selected case studies.,17
664,TUC-CS-873-137C78,Solid State Physics,3,TU Chemnitz,2024-12-21,2025-05-21,Prof. Dr. Julia Hoffmann,julia.hoffmann@tu-chemnitz.de,Orangerie Saal,"Graduate-level seminar on solid state physics; students read papers, complete assignments and present a final project.",63
665,TUC-CS-887-98648F,Contract Law,4,TU Chemnitz,2022-01-27,2022-07-27,Prof. Lukas Neumann,lukas.neumann@tu-chemnitz.de,Labor B,"Graduate-level seminar on contract law; students read papers, complete assignments and present a final project.",125
666,TUC-MATH-905-4014CB,Robotics Basics,12,TU Chemnitz,2025-09-16,2026-01-16,Prof. Dr. Markus Schulz,markus.schulz@tu-chemnitz.de,Online (Zoom),"This course introduces students to the core concepts of robotics basics through lectures, exercises and a final project.",
667,TUC-ARCH-883-7A0AEF,Embedded Systems,4,TU Chemnitz,2025-08-20,2025-10-20,Dr. Katharina Schneider,katharina.schneider@tu-chemnitz.de,Hörsaal B,"An advanced module covering theory and practice in embedded systems, with emphasis on real-world applications.",15
668,UNKNOWN-D3E063,Functional Analysis,10,TU Chemnitz,2025-06-25,2025-12-25,Dr. Jürgen Müller,juergen.mueller@tu-chemnitz.de,Bibliothek,"This course introduces students to the core concepts of functional analysis through lectures, exercises and a final project.",238
669,TUC-ART-882-561D1E,Contract Law,9,TU Chemnitz,2025-06-08,2025-11-08,Prof. Anna Richter,anna.richter@tu-chemnitz.de,Weinhold-Bau W037,Contract Law is an undergraduate course exploring foundational topics and selected case studies.,276
670,TUC-ARCH-873-F52006,Mechatronics,3,TU Chemnitz,2025-09-03,2026-03-03,Dr. Stefan Hoffmann,stefan.hoffmann@tu-chemnitz.de,Online (Zoom),Mechatronics is an undergraduate course exploring foundational topics and selected case studies.,56
671,TUC-ARCH-878-E679BB,Quantum Mechanics,10,TU Chemnitz,2022-10-18,2022-12-18,Prof. Jonas Wolf,jonas.wolf@tu-chemnitz.de,Rechenzentrum Pool 1,Quantum Mechanics is an undergraduate course exploring foundational topics and selected case studies.,189
672,TUC-MATH-882-13B3BD,Educational Psychology,5,TU Chemnitz,2022-01-16,2022-05-16,Prof. Monika Richter,monika.richter@tu-chemnitz.de,Online (BigBlueButton),"An advanced module covering theory and practice in educational psychology, with emphasis on real-world applications.",111
673,TUC-ART-901-506EBC,Art History,8,TU Chemnitz,2022-07-19,2022-10-19,Dr. Michael Meyer,michael.meyer@tu-chemnitz.de,Hörsaal C,Art History is an undergraduate course exploring foundational topics and selected case studies.,243
674,TUC-MATH-911-5C474C,Immunology III,46,TU Chemnitz,2022-04-25,2022-06-25,Prof. Maria Wagner,maria.wagner@tu-chemnitz.de,Rechenzentrum Pool 1,Foundational survey of immunology iii. Prerequisites include basic mathematics and programming proficiency.,52
675,TUC-CS-871-A4D32E,Cybersecurity Fundamentals,5,TU Chemnitz,2022-11-09,2023-05-09,Prof. Stefan Koch,stefan.koch@tu-chemnitz.de,Seminarraum 201,Cybersecurity Fundamentals is an undergraduate course exploring foundational topics and selected case studies.,89
676,TUC-CS-896-16FB43,Computational Linguistics,6,TU Chemnitz,2022-09-13,2023-02-13,Dr. Julia Fischer,julia.fischer@tu-chemnitz.de,Seminarraum 305,Computational Linguistics is an undergraduate course exploring foundational topics and selected case studies.,292
677,TUC-BIO-885-D19F47,Pragmatics,5,TU Chemnitz,2022-07-19,2022-12-19,Dr. Lukas Schulz,lukas.schulz@tu-chemnitz.de,Orangerie Saal,This module develops both theoretical understanding and hands-on skills in pragmatics via weekly lab sessions.,112
678,TUC-MED-887-95E930,Inorganic Chemistry,8,TU Chemnitz,2023-10-21,2024-03-21,Dr. Jonas Fischer,jonas.fischer@tu-chemnitz.de,Orangerie Saal,Foundational survey of inorganic chemistry. Prerequisites include basic mathematics and programming proficiency.,248
679,TUC-ECO-876-27AEC5,Cultural Anthropology,5,TU Chemnitz,2022-02-10,2022-06-10,Prof. Dr. Lena Hoffmann,lena.hoffmann@tu-chemnitz.de,Seminarraum 4.21,This module develops both theoretical understanding and hands-on skills in cultural anthropology via weekly lab sessions.,221
680,tuc-ling-895-BDAEE6,Unknown Course,4,TU Chemnitz,2024-09-05,2024-12-05,Prof. Dr. Thomas Schwarz,thomas.schwarz@tu-chemnitz.de,Mensa Reichenhain,"An advanced module covering theory and practice in bayesian statistics, with emphasis on real-world applications.",204
681,TUC-PHYS-896-2C3F51,Sociolinguistics,12,TU Chemnitz,2025-05-21,2025-07-21,Prof. Dr. Jonas Fischer,jonas.fischer@tu-chemnitz.de,Seminarraum 201,Sociolinguistics is an undergraduate course exploring foundational topics and selected case studies.,246
682,TUC-CS-899-C2794A,Statistics for Data Science,10,TU Chemnitz,2025-01-18,2025-07-18,Dr. Thomas Meyer,thomas.meyer@tu-chemnitz.de,Mensa Reichenhain,Operating Systems is an undergraduate course exploring foundational topics and selected case studies.,107
683,123456-8560E3,Number Theory,3,TU Chemnitz,2025-08-16,2026-02-16,Prof. Hannah Schmidt,hannah.schmidt@tu-chemnitz.de,Seminarraum 201,"An advanced module covering theory and practice in number theory, with emphasis on real-world applications.",148
684,TUC-CS-902-A74A71,Machine Learning Fundamentals,10,TU Chemnitz,2024-03-26,2024-05-26,Prof. Dr. Lena Richter,lena.richter@tu-chemnitz.de,Seminarraum 4.21,"This course introduces students to the core concepts of statistics for data science through lectures, exercises and a final project.",152
685,TUC-ENG-887-AB827B,Anatomy,4,TU Chemnitz,2025-11-05,2026-03-05,Prof. Klaus Wagner,klaus.wagner@tu-chemnitz.de,Online (Zoom),"An advanced module covering theory and practice in anatomy, with emphasis on real-world applications.",98
686,TUC-ART-905-46312D,Web Technologies,6,TU Chemnitz,1995-09-01,1996-01-15,Prof. Daniel Krüger,daniel.krueger@tu-chemnitz.de,Mensa Reichenhain,This module develops both theoretical understanding and hands-on skills in web technologies via weekly lab sessions.,93
687,TUC-MATH-904-BCDA5B,Mathematical Logic,7,TU Chemnitz,2022-07-19,2022-10-19,Dr. Michael Wolf,michael.wolf@tu-chemnitz.de,Seminarraum 4.21,Foundational survey of mathematical logic. Prerequisites include basic mathematics and programming proficiency.,79
688,TUC-CS-898-2A499A,Robotics Basics,9,TU Chemnitz,2022-02-05,2024-02-05,Dr. Klaus Weber,klaus.weber@tu-chemnitz.de,Mensa Reichenhain,Foundational survey of robotics basics. Prerequisites include basic mathematics and programming proficiency.,158
689,TUC-PHYS-912-19A277,Toxicology III,10,TU Chemnitz,2023-03-06,2023-05-06,TBD,anna.neumann@tu-chemnitz.de,Mensa Reichenhain,Toxicology III is an undergraduate course exploring foundational topics and selected case studies.,289
690,TUC-ARCH-875-BFAC3C,Nanotechnology,10,TU Chemnitz,2022-11-07,2023-04-07,Prof. Dr. Klaus Braun,klaus.braun@tu-chemnitz.de,Seminarraum 4.21,"Graduate-level seminar on nanotechnology; students read papers, complete assignments and present a final project.",122
691,TUC-ENG-874-4139A3,Inorganic Chemistry,6,TU Chemnitz,2025-08-08,2025-11-08,Prof. Klaus Schwarz,klaus.schwarz@tu-chemnitz.de,Böttcher-Bau B202,Inorganic Chemistry is an undergraduate course exploring foundational topics and selected case studies.,138
692,TUC-ECO-871-5D4CFD,Reinforcement Learning,4,TU Chemnitz,2024-05-13,2024-09-13,Dr. Thomas Weber,thomas.weber@tu-chemnitz.de,Online (BigBlueButton),"Graduate-level seminar on reinforcement learning; students read papers, complete assignments and present a final project.",159
693,TUC-LING-875-51047C,Embedded Systems,12,TU Chemnitz,2024-07-07,2024-12-07,Dr. Thomas Richter,thomas.richter@tu-chemnitz.de,Hörsaal A,"An advanced module covering theory and practice in embedded systems, with emphasis on real-world applications.",208
694,TUC-ART-878-DC6509,Pragmatics,10,TU Chemnitz,2022-04-15,2022-10-15,Prof. Katharina Müller,katharina.mueller@tu-chemnitz.de,Rechenzentrum Pool 1,"An advanced module covering theory and practice in pragmatics, with emphasis on real-world applications.",63
695,TUC-ART-889-2D0863,Computational Chemistry,5,TU Chemnitz,2023-12-05,2024-03-05,Prof. Hans Richter,hans.richter@tu-chemnitz.de,Neues Hörsaalgebäude N113,Computational Chemistry is an undergraduate course exploring foundational topics and selected case studies.,252
696,TUC-ECO-880-88E199,Real Analysis,4,TU Chemnitz,2023-10-20,2024-03-20,Prof. Dr. Maria Becker,maria.becker@tu-chemnitz.de,Orangerie Saal,"An advanced module covering theory and practice in real analysis, with emphasis on real-world applications.",171
697,TUC-ARCH-914-8DC1E2,Fluid Mechanics Advanced,0,TU Chemnitz,2022-03-21,2022-08-21,Prof. Dr. Anna Zimmermann,anna.zimmermann@tu-chemnitz.de,Hörsaal C,Foundational survey of fluid mechanics advanced. Prerequisites include basic mathematics and programming proficiency.,63
698,TUC-ART-896-F71135,Network Security,6,TU Chemnitz,2024-06-28,2024-09-28,Prof. Dr. Jürgen Hoffmann,juergen.hoffmann@tu-chemnitz.de,Labor C,Foundational survey of network security. Prerequisites include basic mathematics and programming proficiency.,200
699,TUC-MED-883-74C1A0,Criminal Law,8,TU Chemnitz,2024-07-09,2025-01-09,Prof. Dr. Thomas Schwarz,thomas.schwarz@tu-chemnitz.de,Mensa Reichenhain,Criminal Law is an undergraduate course exploring foundational topics and selected case studies.,80
